Rental_ID,Rental_Start_Date,Rental_End_Date,Rental_Duration,Rental_Fee,Pickup_Location,Dropoff_Location,Agent_ID,Agent_Name,Customer_ID,First_Name,Last_Name,Email,Phone_Number,Address,License_Number,Membership_Status,Preferred_Vehicle_Type,Car_ID,Make,Model,Year,Type,License_Plate,VIN,Mileage,Daily_Rate,Location_ID,Branch_Name,City,State,Country,Zip_Code,Payment_ID,Payment_Type,Amount,Payment_Date,Payment_Status
a98ba9da-e66a-492c-8b5e-7307147d5c5c,2024-06-12,2025-04-27,14,206.84,South Rachel,East Andreashire,49a34f8c-b107-4af1-82ee-1c5c1a5bff9d,Jackson Mitchell,37e18d54-6955-4a50-804d-91505cc47a11,Paul,White,melaniemoore@example.org,(453)423-2669,"79785 James Lock
Stephanieland, NE 44349",453-70-3396,Inactive,Wagon,31a30047-5e76-4b3b-92c8-e3fe05ecc8a9,Wilson and Sons,lose,2007,Truck,Z44-92H,208883b5-c558-466e-b376-68170974401d,132072,57.8,8515b04d-5e66-421d-98d5-d695be1bf3d7,Knight-Jackson,West Patricia,Missouri,Lithuania,83172,71696fad-8508-46e3-b33a-90047acd0935,Credit Card,195.56,2024-01-02,Paid
1f0e23e1-38be-4452-8235-1a8b31b57c12,2023-08-21,2024-12-11,7,350.41,East Katelynbury,Austintown,7d634d60-6039-4537-a1da-c86b12d9a07a,Melissa Gardner,81c19db8-1868-4ee9-bcd1-7286bae4e5ec,Patrick,Williams,yespinoza@example.org,4788889905,"193 Chelsea Walk
East Richardfurt, OK 22992",022-11-1576,Active,Coupe,6583e5f4-593b-4293-ab48-a0dc4e69f167,Warren PLC,kitchen,2018,Convertible,999G,1fef2c92-24fc-4394-b4af-b15e216f0bd6,57186,84.24,b3633d82-e9e6-4ebd-bcb7-f33f3a9c9eef,Gonzales Inc,Smithview,Maine,Antigua and Barbuda,88605,f27fe8ab-2c26-40bc-9417-8ded9260f0c0,Cash,379.56,2023-12-25,Paid
9128f77e-5fd2-473a-b32a-5b7357175e22,2023-12-06,2024-12-14,13,70.44,North Jonathan,Gonzalesfort,5d96d2ab-cc78-4a43-a6e9-54114443e032,Michael Patton,55bd9ebf-e4a4-4b3f-b392-47c00777fe6b,Christy,Evans,troymueller@example.com,8624267906,"182 Bell Underpass
Brandyview, NE 01217",149-09-7171,Inactive,Van,fc256ad3-ea20-4cce-91f8-87b7dc104b49,Jackson Inc,call,2003,Sedan,Q 804527,45c14953-1bce-48d5-9616-b1dae7955f80,164508,83.62,8f9b89fc-d26f-4392-a9c1-ae0cee1249e3,Pineda-Parks,South Robertport,Arizona,Fiji,17219,ff8f4a36-022f-41a0-b8a5-65b6a13b875f,Cash,328.18,2023-12-27,Paid
4f93a207-3677-4d50-a513-d854447a164b,2024-07-06,2025-04-07,16,65.85,Parkerville,Michaelberg,550f9fcf-29cc-42ba-856d-efab435fa3e5,Mr. William Vargas MD,57728d24-384a-42a0-9f4a-56cd001433c6,John,Wells,wongnicole@example.net,3064569054,"441 Thompson Expressway
West Dawnbury, VA 63490",165-68-9558,Inactive,Convertible,9b7675c2-d40c-4c82-9a31-f1605d0a4e0c,"Dalton, Stephens and Boyle",face,2013,Van,ZZ-0038,fed417f3-23e9-4a48-a70e-e9cc4c5442ca,184290,73.7,f94d5680-837e-443f-a136-4b183e58a8b0,Romero Inc,Seanside,Nevada,Nauru,95211,c5cfb3f0-298a-44c7-a394-c08c58325e19,Debit Card,197.25,2023-08-26,Pending
c6a7eccb-760f-4b43-9b2d-5a6bf553a48e,2023-10-11,2025-05-09,27,113.1,Williamhaven,Port Kellyhaven,26deedfa-8f2b-413a-9f63-a8ecc647af22,Andrew Hunt,5126a1e9-902f-4e8a-91dc-7e5e1c4e490c,Samuel,Mills,coconnell@example.net,9276880107,"07504 Stanley Roads
Port Natalie, VT 22813",021-17-9808,Active,Coupe,ed453d3d-c740-4794-abc0-ff2c89321f03,Miller-Cortez,stock,2003,Coupe,665 NDW,4bec522f-eda1-465e-8d9c-330bdf86a517,43109,44.96,7e157118-7f58-4ddc-9b3b-f8a621e82b5c,Chapman Inc,South Loriville,Wisconsin,Poland,81123,a494e7e2-39c1-43c7-bc91-f13d1c345986,Debit Card,421.45,2023-08-18,Pending
81c45671-437c-4b70-a7fe-d65f8ea86dde,2023-08-27,2024-12-03,22,112.13,Lake Christopher,Lake Elizabethmouth,96a3f553-4cba-40b2-93b7-ad5273adae64,Andre Jimenez,0d885452-b408-44bc-af3a-c3b3ba4319b3,Zachary,Tran,leetracy@example.net,(348)305-8543x08221,"1777 Warren Terrace
West Jacqueline, PA 50391",717-87-0631,Inactive,Truck,7c1a60a7-83fb-44f6-98a9-7160afbfedfc,Wade-Webster,technology,2012,Convertible,5E 33090,ddd635e8-d712-4a5b-81c7-f721de776aa6,159929,49.98,804209d6-f8ce-4d2b-9e1c-d652e966dd3c,Smith-Baker,Tonyaville,Utah,Bosnia and Herzegovina,91728,a70dd1b7-5433-418a-bf56-a0f5688c57c2,Credit Card,479.17,2024-04-14,Pending
725216d7-60cd-46e0-bb67-be1bd991a352,2024-02-05,2024-09-04,26,285.97,Josephshire,West Kellieview,15bd16da-65a5-4749-af75-c82109762a9a,Bryan Gonzalez,5597ef81-2a5e-44e1-bdd1-c3a34507e7d3,Jennifer,Clark,bobbyhill@example.net,843-636-3757,"2249 Reed Plains
Palmertown, OK 11701",260-42-2340,Active,Hatchback,f892973a-20d8-4a69-b251-a52a3752e878,Bryant-Bell,direction,2020,Truck,SQI 084,7749d99c-6b0c-4615-a67a-21db6c8b9744,52984,75.86,e3cbe7b4-dbd7-4fcd-b2c6-edf3895f243a,"Williams, Robinson and Burke",Paulport,Virginia,Nicaragua,42407,34154e06-39f2-48f6-b399-20f816c2e83e,Debit Card,276.67,2023-10-09,Pending
348b8db5-a0bb-4e63-b2f1-41c32bffe147,2024-06-08,2024-12-26,16,384.81,North Lauraview,Perkinsbury,35ef8ff7-eb72-4bef-84c3-ffc0def7e295,William Brown,c34a7b35-357b-4c05-8d53-d54edd2e65f4,Madison,Mooney,jimenezsara@example.net,437-856-6060x4925,"517 Webb Fords
Paulton, OR 97081",605-15-0171,Active,Wagon,c5814f13-fcf8-4456-aeb3-89cb7ab7be48,Mata LLC,expert,2018,SUV,55-J605,7af88b24-8772-4af9-bd70-5bc97ad257d6,146980,79.12,e9020675-c051-4252-b2cb-868a9aa68a76,Maddox PLC,Moniquehaven,Alaska,Monaco,97241,33f8f123-f6ba-4a42-bba3-4e0df2b77dc9,Credit Card,427.13,2023-10-07,Pending
382d9e19-bb94-40bf-9404-e72cf3fc665c,2024-05-27,2024-10-17,22,197.7,New Ashleyhaven,East Nicolestad,5ab1875c-7bbc-444d-9ab6-3232a301d67a,Gerald Terry,b42e4d4e-3ed1-4ed6-b5af-5f85ea08f048,Kathleen,Davis,donna84@example.org,9553127642,"04166 Rodriguez Club
Randallbury, NV 76467",080-04-1065,Active,Hatchback,d8344005-1491-43c1-b42a-70706570890e,Raymond-Turner,play,2000,Wagon,N13 0YB,633cab03-f17c-41d8-b629-68e8b27ed4ad,31209,81.34,e0982b81-2fc7-47c1-bf6a-64a7800b30de,Brown Group,West Joshua,Montana,France,31146,2f6c7270-005c-4819-a695-8210b8decc8e,Credit Card,284.99,2023-11-05,Paid
3ce7808c-0d13-4dca-a314-80e6f45d7e6c,2024-01-11,2025-02-14,25,328.85,Carlosview,Port Samanthamouth,00c4477c-ff46-4155-9faf-96c717352c49,Tracy Ray,d29e918c-2da6-42fd-a8d6-5e6f9e1772d9,David,Lee,ccarter@example.org,518-571-6596x41897,"53115 Gregory Corners
New Danielshire, TX 05250",706-17-1072,Inactive,Coupe,770c9d74-275f-4448-b299-ec26da6659ee,Singh Group,begin,2011,Hatchback,KTZ 647,022a98d2-919d-411b-a1fd-ca418a47ee56,40303,20.68,cbcf40c3-e141-47a8-870d-f1b1a509c864,"Cannon, Sanders and Edwards",Ortizview,Connecticut,Marshall Islands,69591,58536b4c-95e5-48df-8d7b-f6f27eab2ea7,Cash,150.73,2023-09-06,Paid
4c7aff89-a64c-486d-9671-aa2fb710ac76,2024-03-03,2025-05-28,3,327.76,Amberland,North Samanthaton,ea6fc6a4-1593-4c6a-80bb-772a6efe9029,Margaret Smith,9046391d-f735-4f3c-889d-858b83a330d4,Amber,Howell,freemantina@example.org,809.269.5780x7096,"3953 Sherman Lane Suite 086
Brandonport, VI 48250",178-95-8558,Inactive,Truck,8dcadae7-d563-49fb-b3a1-2ffdd36ef6bc,Rodriguez-Johnston,happy,2023,Hatchback,AVV-295,235b35fa-55d2-4e21-95d2-0df6a76725fd,18466,79.8,f7eddba4-40b6-4126-a4fc-5b11604fe55a,Park PLC,South Jessica,Minnesota,Algeria,24814,37034a94-a6ea-4c1c-b73f-ee4942c920c9,Debit Card,302.83,2024-02-07,Pending
28c45ffb-47f6-47e3-b57a-c7661148e265,2023-08-16,2025-06-11,5,182.29,Coreymouth,West Katelynstad,3d3086d6-5364-4a02-b060-d26ba6f68a77,Bailey Bennett,b9c64622-8ece-409a-831b-94f9f69978fb,Marcus,Bruce,marquezkiara@example.com,468.943.5852x735,"PSC 4087, Box 7745
APO AA 85458",233-53-5742,Inactive,Van,1dfa4e01-3313-4136-88b7-299456c6b5e6,Smith-Carter,situation,2004,Coupe,817 ORZ,619f7b42-9e6d-45e7-b604-54e3bdd94084,12682,29.8,115cb1dd-8e3d-48e6-8687-fe2a500e7b0a,Vasquez-Rivera,East Jamesborough,Utah,Ecuador,24344,b231df52-d3d4-40e9-93a4-d15213c2db05,PayPal,389.95,2023-09-02,Paid
5930a78c-e54f-4fec-ad3d-b1cc99cc0289,2024-02-11,2025-05-06,18,293.13,Lake Jessica,Davidborough,dbc2c7f3-fcd5-4939-940f-eb611ddc700d,Jessica Gibson,6a4e2805-22d5-4508-a231-15698791f08d,Ronnie,Vargas,qgarcia@example.net,885.752.3068,"45666 Colleen Lake Apt. 913
Sandrashire, DC 66565",497-30-0643,Active,Truck,a8e98c87-8c2f-4701-823b-6f0082343690,Carpenter-Martin,citizen,2010,Wagon,RQS 7355,035a4787-bf18-43e7-8028-8d2bb0b8bfa1,168642,37.63,79ad96cb-618a-40f3-b8da-aa10ad8e6d81,Johnson-Johnson,North Matthewmouth,Maryland,Puerto Rico,07883,b084bf7a-27b4-4a04-bfa5-14b0d4dd6105,PayPal,59.18,2023-09-27,Pending
b5139e12-fd08-42c4-89ce-245bb300c1bd,2023-09-24,2024-11-22,2,301.28,North Tylerview,Howeport,44f2788f-7106-4238-910e-d0954326398a,Cheryl Martinez,16f483af-8515-42bb-88a9-485f9d3abb11,Pamela,Smith,rclark@example.org,+1-766-916-3708x237,"24770 Michelle Overpass Apt. 928
Meganborough, KY 49967",465-53-9751,Active,Hatchback,5b6090e4-1022-44e6-a3e2-9271f91ad06d,"Gonzalez, Meyers and Duncan",attention,2012,Convertible,KE 77187,537bf94b-e27e-47c9-90a2-78dbda93a0ac,109543,50.04,7a8712b0-cf77-4476-a359-ab5f68ffe515,"Rodriguez, Thompson and Warren",Freemanfurt,Minnesota,Cote d'Ivoire,02927,a2d5c7e8-ac33-4f44-9218-99109df9d45a,Credit Card,344.79,2024-07-02,Pending
dd3ec23c-c08a-4013-9716-18fff2f07766,2024-05-25,2024-09-10,8,199.05,Lake Joshua,West Susan,6432cf75-e392-424d-816b-4cee91c5f8b7,Gina Dawson,06210c82-0012-4487-8bc7-70bfa982a63f,Kenneth,Griffin,rachel36@example.net,(968)963-1756,"533 Miller Island
Tanyaland, NC 28754",694-27-1056,Active,Van,4aa1d5b1-cfbf-44db-ae31-f5c4ca40cee4,"Williams, Jones and Ramirez",direction,2020,Van,9A181,41900a30-c629-48bb-a25a-f474d78c7211,167629,77.97,1d98b77b-2567-4e2a-905a-ad49d86a7f95,Sheppard-Woods,Mcdonaldstad,Kansas,Lithuania,25407,105260d3-a41d-4bed-a8c4-9635cf50d200,Cash,376.21,2024-03-05,Paid
86b9fc2e-cc3f-4a6a-bcf8-67f684a982ba,2024-05-03,2024-10-16,15,140.86,Stacyfurt,Bennettview,5dafa226-94f2-4c0d-8a62-ad9210204488,Barbara Taylor,66edcdc8-5f33-4326-a8d1-46cc94a2ba17,Nicole,West,jgonzalez@example.com,+1-402-683-2702x71421,"767 Allen Garden
East Benjaminfurt, KY 82980",030-56-7724,Active,SUV,ce9472cc-08b6-4bc5-9c9b-1a60e603b03b,Rasmussen LLC,for,2018,Truck,5634 HW,7e530fe3-e257-47f0-af21-72d7f64ead50,8442,85.52,0a5b9df7-6c21-44cd-b0d4-7d89e4ddd567,"King, Graham and Williams",New Chadhaven,California,Equatorial Guinea,67060,f8413e10-65cc-4b87-9a32-f74dc3927fd1,Cash,150.27,2023-09-04,Pending
c4435016-f4ff-4dbe-87f0-aa0a5ba6b9f1,2023-12-01,2025-03-15,18,381.94,Lewisfort,Sandersland,af8d8576-6e9a-482e-9485-2dc460c5dbef,Alicia Friedman,bec84cb8-2a07-4102-bb8b-30a2269485b6,Andrew,Cooper,walshmatthew@example.net,258-304-7606,"185 Jennifer Lake
North Sarah, NM 28425",358-45-9528,Active,Van,1e035341-53d7-471f-a89b-c364582ac0be,"Garcia, Hurley and Henry",paper,2021,Sedan,8SV 373,648d7fbf-e30a-41e1-9c43-5485200c420a,34839,70.91,131e6057-d662-4cbc-92ae-5e222c8432a3,"Shelton, Martin and Huber",New Jamestown,North Dakota,Saint Vincent and the Grenadines,68033,2efb0b01-beef-4b87-a19a-a550fdd2e535,Cash,208.23,2024-02-25,Pending
b1ab62bd-c274-48c2-a485-5ba595e2590b,2024-01-05,2024-08-07,28,327.78,Aprilfort,Rushberg,18608f21-834c-4155-a482-34677de008dc,William Abbott,1bcef4df-ddcb-4e2c-9f0f-a5f5f7ff92e5,Jacqueline,Reyes,shawnray@example.com,(317)753-2493x74502,"6247 Fox Street
West Charles, PW 92631",840-36-5851,Active,Truck,c698ba7c-4cc5-4872-b4fd-3200a30984dd,Torres PLC,box,2007,Van,3X 1542I,016cc99b-e1e0-44a5-ade7-085559f65def,42764,44.83,6eb87e90-6e6c-4c38-9a75-3f07daf74284,Chang-Brown,Lake Heather,Oregon,Svalbard & Jan Mayen Islands,94601,5bf86097-a522-46b3-a105-1d585671bcd3,Debit Card,160.47,2023-09-16,Paid
ce4ed01a-a0c0-43e8-b865-2143312e8c78,2023-10-31,2024-09-10,7,497.43,South Charlesmouth,North Brandonside,2603b81d-7d03-4f85-a4a6-7a166271b0a6,Philip Murphy,dc802b28-a351-4ea5-8aef-c007785e5932,Karen,Mack,umartin@example.com,001-893-969-2369x48150,"USNV Webb
FPO AA 76232",309-75-4460,Inactive,Wagon,6856673a-282a-4ab7-a2bb-a9d20c469c4c,"Walters, Thomas and Bell",physical,2011,Coupe,735800,6884caf7-e712-4c03-a6ae-6fd6937e45ca,183777,83.34,3dd1e65a-4fff-4099-ba1e-c1f376078542,"Kelly, Torres and Briggs",East Wayneview,Colorado,Sri Lanka,89075,3cd364da-0fde-466d-99e8-1a6ccaed61a2,Debit Card,333.36,2024-06-12,Paid
9bbf4263-cf12-4773-8c7f-d444a0584117,2023-12-04,2025-01-07,11,159.15,Jasonberg,South Melissa,cba15761-f94b-47e8-b465-c179fd7be57b,Natalie Black,bcb48dc3-6500-49c9-ab89-1671833603c1,Debbie,Santana,monica10@example.com,+1-975-517-9108x203,"116 Alexis Spring Apt. 895
Port Amandamouth, FM 37234",689-28-3798,Inactive,Hatchback,64264781-0bae-49c9-ade3-990e805812d6,Cooper-Rivers,thing,2013,Wagon,1RB 320,c2e77895-6e08-4b33-9615-89bac3235c51,186881,54.12,0054ce9d-853a-4e06-8502-de9bb7f6a79a,Rubio-Johnson,Lake Melissa,Oklahoma,Saint Lucia,52053,b0ecdaa2-5fce-4c03-86ca-08190a32b6d2,Cash,269.85,2024-01-08,Paid
129ca2ac-e8fd-4079-b014-14263908a029,2024-06-24,2025-01-27,22,83.54,North Derek,South Ronald,d93f9d2a-c326-49b9-b36d-e8828d7646c1,Steven Miller,06ca6132-022c-435b-a60c-93a8fac1e9b5,Connie,Foster,emilydorsey@example.org,699.989.8665,"7013 Brown Port
West Trevor, MD 94102",574-10-3272,Inactive,Van,c22f9e29-d808-45d5-8317-a27d971aa60d,"Madden, Walker and Douglas",long,2016,SUV,0Y 45064,9043c084-9e87-4e9d-9cb1-f630699604fc,24320,86.56,0f78f345-7682-42fa-b257-2767b92a7f9f,"Alvarez, Miller and Tate",West Loriville,Wisconsin,Trinidad and Tobago,93851,c853b43b-9bb8-4482-a9af-04d5ce8347c6,Credit Card,388.64,2024-06-09,Pending
0278ed1f-f96c-410b-9d2d-9357bdedd08d,2024-07-08,2025-03-22,5,242.44,West Kathleen,Lake Sylviaside,3c55bdec-0457-4057-a07e-e8b05b19e6b5,Jackson Holt,748b4150-57f5-4268-b5e1-f2ba419e1acf,Whitney,Green,jason58@example.com,6836926246,"812 Shawna Mews
New Adam, KS 61445",040-73-4652,Active,Convertible,f8425558-0e1a-4d8a-be7b-c1c09a2ecc26,Jackson-Adkins,decide,2000,Van,478 NMH,ffa0f29b-5478-42a0-a5ec-ba584e662f67,21868,23.06,81186843-1aec-4cba-aedb-74baae6619f9,Wheeler-Solomon,Woodbury,Hawaii,North Macedonia,50954,2e285761-224d-43da-b343-dd25804b8643,Credit Card,180.37,2024-01-05,Paid
19cfb289-c538-4144-afd4-fd88d072b9ab,2023-09-17,2025-05-25,11,141.03,Whitneyburgh,Wilsonfurt,bb1fe307-da32-4dc7-800e-c14a62ad7af9,Jennifer Jackson,39bed347-c473-45da-8f4e-e0cbd2982513,David,Barker,ereyes@example.org,+1-715-954-8538x597,"13202 Curry Alley Apt. 193
Lake Leah, KY 80767",684-61-1795,Inactive,Truck,d938497a-3ee9-4239-84e5-a6b1ef06e670,Odom Inc,they,2004,Sedan,0AA3432,14299a6a-1f34-45c5-b6ff-31ab6aca90d5,134857,22.85,4c3e7ce3-3171-4c6f-bd11-3543808853a2,Welch and Sons,Port Charleneport,Arkansas,Nepal,37829,f9121119-cc41-4607-b2e4-9d3da1422525,Debit Card,311.23,2024-03-30,Pending
66ae717b-f001-41d0-80d8-e372bd778da9,2023-09-11,2024-12-20,18,116.12,Bonnieton,Webstermouth,56287046-409d-481e-b466-d721210c90cd,Cody Thomas,83c7585d-7a93-4091-9f5c-6ae5fb639ac4,Brian,Jenkins,darren07@example.org,+1-646-680-1452,"116 Kimberly Corners Suite 978
Leestad, SC 68261",820-12-8603,Active,SUV,afa78f67-c627-47ce-8175-10e784cab31d,"Garcia, Robles and Jenkins",news,2014,Truck,459W,8eeb4dc8-cd79-4192-9e74-bd6e2d53659f,52030,66.31,0b862b02-ad3e-4c1d-9ea3-e4a3291ff51b,Orozco and Sons,Barajasfort,Alaska,Palestinian Territory,48732,369f33f1-c654-43c9-be6b-c4fa2b0867e1,Credit Card,393.74,2024-07-18,Paid
